SDS 2.3 RQ Results	1.2
Filename	150A.sdm
Assay Type	RQ Study
EmbeddedFile	CNMP-150-A
Run DateTime	Tue Jul 20 16:06:15 GMT 2010
Operator	
ThermalCycleParams	

#  	Status	Detector	Sample	Task	Avg Ct	Avg Delta Ct	Delta Ct SD	Delta Delta Ct SD	RQ	Omit	Wells Omitted	Hide	RQ Min	RQ Max	PlateID	
1	Analyzed	MammU6-4395470	CNMP-150-A	Endogenous Control	20.158					false	0/4	false				
240	Analyzed	hsa-miR-491-3p-4395471	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
241	Analyzed	hsa-miR-491-5p-4381053	CNMP-150-A	Target	31.422	11.264		0.000	1.000	false	0/1	false				
242	Analyzed	hsa-miR-492-4373217	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
243	Analyzed	hsa-miR-493-4395475	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
244	Analyzed	hsa-miR-494-4395476	CNMP-150-A	Target	26.179	6.021		0.000	1.000	false	0/1	false				
245	Analyzed	hsa-miR-495-4381078	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
246	Analyzed	hsa-miR-496-4386771	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
247	Analyzed	hsa-miR-499-3p-4395538	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
248	Analyzed	hsa-miR-499-5p-4381047	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
249	Analyzed	hsa-miR-500-4395539	CNMP-150-A	Target	32.590	12.432		0.000	1.000	false	0/1	false				
250	Analyzed	hsa-miR-501-3p-4395546	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
251	Analyzed	hsa-miR-501-5p-4373226	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
252	Analyzed	hsa-miR-502-3p-4395194	CNMP-150-A	Target	37.346	17.188		0.000	1.000	false	0/1	false				
253	Analyzed	hsa-miR-502-5p-4373227	CNMP-150-A	Target	36.653	16.496		0.000	1.000	false	0/1	false				
254	Analyzed	hsa-miR-503-4373228	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
255	Analyzed	hsa-miR-504-4395195	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
256	Analyzed	hsa-miR-505-4395200	CNMP-150-A	Target	37.396	17.239		0.000	1.000	false	0/1	false				
257	Analyzed	hsa-miR-506-4373231	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
258	Analyzed	hsa-miR-507-4373232	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
259	Analyzed	hsa-miR-508-3p-4373233	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
260	Analyzed	hsa-miR-508-5p-4395203	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
261	Analyzed	hsa-miR-509-3-5p-4395266	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
262	Analyzed	hsa-miR-509-5p-4395346	CNMP-150-A	Target	35.200	15.042		0.000	1.000	false	0/1	false				
263	Analyzed	hsa-miR-510-4395352	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
264	Analyzed	hsa-miR-511-4373236	CNMP-150-A	Target	32.355	12.198		0.000	1.000	false	0/1	false				
265	Analyzed	hsa-miR-512-3p-4381034	CNMP-150-A	Target	37.689	17.532		0.000	1.000	false	0/1	false				
266	Analyzed	hsa-miR-512-5p-4373238	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
267	Analyzed	hsa-miR-513-5p-4395201	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
268	Analyzed	hsa-miR-515-3p-4395480	CNMP-150-A	Target	39.489	19.331		0.000	1.000	false	0/1	false				
269	Analyzed	hsa-miR-515-5p-4373242	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
270	Analyzed	hsa-miR-516a-5p-4395527	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
271	Analyzed	hsa-miR-516b-4395172	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
272	Analyzed	hsa-miR-517a-4395513	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
273	Analyzed	hsa-miR-517b-4373244	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
274	Analyzed	hsa-miR-517c-4373264	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
275	Analyzed	hsa-miR-518a-3p-4395508	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
276	Analyzed	hsa-miR-518a-5p-4395507	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
277	Analyzed	hsa-miR-518b-4373246	CNMP-150-A	Target	35.004	14.846		0.000	1.000	false	0/1	false				
278	Analyzed	hsa-miR-518c-4395512	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
279	Analyzed	hsa-miR-518d-3p-4373248	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
280	Analyzed	hsa-miR-518d-5p-4395500	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
281	Analyzed	hsa-miR-518e-4395506	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
282	Analyzed	hsa-miR-518f-4395499	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
283	Analyzed	hsa-miR-519a-4395526	CNMP-150-A	Target	39.114	18.957		0.000	1.000	false	0/1	false				
284	Analyzed	hsa-miR-519c-3p-4373251	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
285	Analyzed	hsa-miR-519d-4395514	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
286	Analyzed	hsa-miR-519e-4395481	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
287	Analyzed	hsa-miR-520a-3p-4373268	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
288	Analyzed	hsa-miR-520a-5p-4378085	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
289	Analyzed	hsa-miR-520b-4373252	CNMP-150-A	Target	36.416	16.258		0.000	1.000	false	0/1	false				
290	Analyzed	hsa-miR-520d-5p-4395504	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
291	Analyzed	hsa-miR-520e-4373255	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
292	Analyzed	hsa-miR-520f-4373256	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
293	Analyzed	hsa-miR-520g-4373257	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
294	Analyzed	hsa-miR-521-4373259	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
295	Analyzed	hsa-miR-522-4395524	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
296	Analyzed	hsa-miR-523-4395497	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
297	Analyzed	hsa-miR-524-5p-4395174	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
298	Analyzed	hsa-miR-525-3p-4395496	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
299	Analyzed	hsa-miR-525-5p-4378088	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
300	Analyzed	hsa-miR-526b-4395493	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
301	Analyzed	hsa-miR-532-3p-4395466	CNMP-150-A	Target	31.997	11.839		0.000	1.000	false	0/1	false				
302	Analyzed	hsa-miR-532-5p-4380928	CNMP-150-A	Target	29.540	9.383		0.000	1.000	false	0/1	false				
303	Analyzed	hsa-miR-539-4378103	CNMP-150-A	Target	33.586	13.428		0.000	1.000	false	0/1	false				
304	Analyzed	hsa-miR-541-4395312	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
305	Analyzed	hsa-miR-542-3p-4378101	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
306	Analyzed	hsa-miR-542-5p-4395351	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
307	Analyzed	hsa-miR-544-4395376	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
308	Analyzed	hsa-miR-545-4395378	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
309	Analyzed	hsa-miR-548a-3p-4380948	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
310	Analyzed	hsa-miR-548a-5p-4395523	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
311	Analyzed	hsa-miR-548b-3p-4380951	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
312	Analyzed	hsa-miR-548b-5p-4395519	CNMP-150-A	Target	37.735	17.578		0.000	1.000	false	0/1	false				
313	Analyzed	hsa-miR-548c-3p-4380993	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
314	Analyzed	hsa-miR-548c-5p-4395540	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
315	Analyzed	hsa-miR-548d-3p-4381008	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
316	Analyzed	hsa-miR-548d-5p-4395348	CNMP-150-A	Target	36.643	16.485		0.000	1.000	false	0/1	false				
317	Analyzed	hsa-miR-551b-4380945	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
318	Analyzed	hsa-miR-556-3p-4395456	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
319	Analyzed	hsa-miR-556-5p-4395455	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
320	Analyzed	hsa-miR-561-4380938	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
321	Analyzed	hsa-miR-570-4395458	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
322	Analyzed	hsa-miR-574-3p-4395460	CNMP-150-A	Target	26.854	6.696		0.000	1.000	false	0/1	false				
323	Analyzed	hsa-miR-576-3p-4395462	CNMP-150-A	Target	37.249	17.091		0.000	1.000	false	0/1	false				
324	Analyzed	hsa-miR-576-5p-4395461	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
325	Analyzed	hsa-miR-579-4395509	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
326	Analyzed	hsa-miR-582-3p-4395510	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
327	Analyzed	hsa-miR-582-5p-4395175	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
328	Analyzed	hsa-miR-589-4395520	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
329	Analyzed	hsa-miR-590-5p-4395176	CNMP-150-A	Target	32.006	11.848		0.000	1.000	false	0/1	false				
330	Analyzed	hsa-miR-597-4380960	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
331	Analyzed	hsa-miR-598-4395179	CNMP-150-A	Target	34.149	13.992		0.000	1.000	false	0/1	false				
332	Analyzed	hsa-miR-615-3p-4386777	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
333	Analyzed	hsa-miR-615-5p-4395464	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
334	Analyzed	hsa-miR-616-4395525	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
335	Analyzed	hsa-miR-618-4380996	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
336	Analyzed	hsa-miR-624-4395541	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
337	Analyzed	hsa-miR-625-4395542	CNMP-150-A	Target	34.861	14.704		0.000	1.000	false	0/1	false				
338	Analyzed	hsa-miR-627-4380967	CNMP-150-A	Target	37.713	17.556		0.000	1.000	false	0/1	false				
339	Analyzed	hsa-miR-628-5p-4395544	CNMP-150-A	Target	32.935	12.777		0.000	1.000	false	0/1	false				
340	Analyzed	hsa-miR-629-4395547	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
341	Analyzed	hsa-miR-636-4395199	CNMP-150-A	Target	35.206	15.048		0.000	1.000	false	0/1	false				
342	Analyzed	hsa-miR-642-4380995	CNMP-150-A	Target	35.789	15.631		0.000	1.000	false	0/1	false				
343	Analyzed	hsa-miR-651-4381007	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
344	Analyzed	hsa-miR-652-4395463	CNMP-150-A	Target	31.647	11.490		0.000	1.000	false	0/1	false				
345	Analyzed	hsa-miR-653-4395403	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
346	Analyzed	hsa-miR-654-3p-4395350	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
347	Analyzed	hsa-miR-654-5p-4381014	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
348	Analyzed	hsa-miR-655-4381015	CNMP-150-A	Target	39.589	19.431		0.000	1.000	false	0/1	false				
349	Analyzed	hsa-miR-660-4380925	CNMP-150-A	Target	29.851	9.694		0.000	1.000	false	0/1	false				
350	Analyzed	hsa-miR-671-3p-4395433	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
351	Analyzed	hsa-miR-672-4395438	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
352	Analyzed	hsa-miR-674-4395193	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
353	Analyzed	hsa-miR-708-4395452	CNMP-150-A	Target	28.864	8.706		0.000	1.000	false	0/1	false				
354	Analyzed	hsa-miR-744-4395435	CNMP-150-A	Target	31.225	11.067		0.000	1.000	false	0/1	false				
355	Analyzed	hsa-miR-758-4395180	CNMP-150-A	Target	35.628	15.471		0.000	1.000	false	0/1	false				
356	Analyzed	hsa-miR-871-4395465	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
357	Analyzed	hsa-miR-872-4395375	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
358	Analyzed	hsa-miR-873-4395467	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
359	Analyzed	hsa-miR-874-4395379	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
360	Analyzed	hsa-miR-875-3p-4395315	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
361	Analyzed	hsa-miR-876-3p-4395336	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
362	Analyzed	hsa-miR-876-5p-4395316	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
363	Analyzed	hsa-miR-885-3p-4395483	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
364	Analyzed	hsa-miR-885-5p-4395407	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
365	Analyzed	hsa-miR-886-3p-4395305	CNMP-150-A	Target	26.775	6.618		0.000	1.000	false	0/1	false				
366	Analyzed	hsa-miR-886-5p-4395304	CNMP-150-A	Target	26.601	6.444		0.000	1.000	false	0/1	false				
367	Analyzed	hsa-miR-887-4395485	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
368	Analyzed	hsa-miR-888-4395323	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
369	Analyzed	hsa-miR-889-4395313	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
370	Analyzed	hsa-miR-890-4395320	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
371	Analyzed	hsa-miR-891a-4395302	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
372	Analyzed	hsa-miR-891b-4395321	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
373	Analyzed	hsa-miR-892a-4395306	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
374	Analyzed	hsa-miR-9-4373285	CNMP-150-A	Target	33.069	12.911		0.000	1.000	false	0/1	false				
375	Analyzed	hsa-miR-92a-4395169	CNMP-150-A	Target	28.390	8.233		0.000	1.000	false	0/1	false				
376	Analyzed	hsa-miR-93-4373302	CNMP-150-A	Target	27.408	7.250		0.000	1.000	false	0/1	false				
377	Analyzed	hsa-miR-95-4373011	CNMP-150-A	Target	33.071	12.913		0.000	1.000	false	0/1	false				
378	Analyzed	hsa-miR-96-4373372	CNMP-150-A	Target	40.000	19.842				false	0/1	false				
379	Analyzed	hsa-miR-98-4373009	CNMP-150-A	Target	35.610	15.453		0.000	1.000	false	0/1	false				
380	Analyzed	hsa-miR-99a-4373008	CNMP-150-A	Target	27.798	7.640		0.000	1.000	false	0/1	false				
381	Analyzed	hsa-miR-99b-4373007	CNMP-150-A	Target	30.433	10.275		0.000	1.000	false	0/1	false				
