SDS 2.3 RQ Results	1.2
Filename	123A.sdm
Assay Type	RQ Study
EmbeddedFile	B04-24322-A
Run DateTime	Mon Jun 01 12:19:04 GMT 2009
Operator	
ThermalCycleParams	

#  	Status	Detector	Sample	Task	Avg Ct	Avg Delta Ct	Delta Ct SD	Delta Delta Ct SD	RQ	Omit	Wells Omitted	Hide	RQ Min	RQ Max	PlateID	
112	Analyzed	hsa-miR-214-4395417	b04-24322-A	Target	27.803	7.113		0.000	1.000	false	0/1	false				
113	Analyzed	hsa-miR-215-4373084	b04-24322-A	Target	40.000	19.310				false	0/1	false				
114	Analyzed	hsa-miR-216a-4395331	b04-24322-A	Target	40.000	19.310				false	0/1	false				
115	Analyzed	hsa-miR-216b-4395437	b04-24322-A	Target	36.392	15.702		0.000	1.000	false	0/1	false				
116	Analyzed	hsa-miR-217-4395448	b04-24322-A	Target	40.000	19.310				false	0/1	false				
117	Analyzed	hsa-miR-218-4373081	b04-24322-A	Target	28.218	7.528		0.000	1.000	false	0/1	false				
118	Analyzed	hsa-miR-219-1-3p-4395206	b04-24322-A	Target	40.000	19.310				false	0/1	false				
119	Analyzed	hsa-miR-219-2-3p-4395501	b04-24322-A	Target	40.000	19.310				false	0/1	false				
120	Analyzed	hsa-miR-219-5p-4373080	b04-24322-A	Target	40.000	19.310				false	0/1	false				
121	Analyzed	hsa-miR-22-4373079	b04-24322-A	Target	37.466	16.776		0.000	1.000	false	0/1	false				
122	Analyzed	hsa-miR-220-4373078	b04-24322-A	Target	40.000	19.310				false	0/1	false				
123	Analyzed	hsa-miR-220b-4395317	b04-24322-A	Target	40.000	19.310				false	0/1	false				
124	Analyzed	hsa-miR-220c-4395322	b04-24322-A	Target	40.000	19.310				false	0/1	false				
125	Analyzed	hsa-miR-221-4373077	b04-24322-A	Target	29.531	8.841		0.000	1.000	false	0/1	false				
126	Analyzed	hsa-miR-222-4395387	b04-24322-A	Target	24.127	3.437		0.000	1.000	false	0/1	false				
127	Analyzed	hsa-miR-223-4395406	b04-24322-A	Target	22.599	1.909		0.000	1.000	false	0/1	false				
128	Analyzed	hsa-miR-224-4395210	b04-24322-A	Target	30.402	9.712		0.000	1.000	false	0/1	false				
129	Analyzed	hsa-miR-23a-4373074	b04-24322-A	Target	33.351	12.661		0.000	1.000	false	0/1	false				
130	Analyzed	hsa-miR-23b-4373073	b04-24322-A	Target	29.929	9.239		0.000	1.000	false	0/1	false				
131	Analyzed	hsa-miR-24-4373072	b04-24322-A	Target	22.176	1.486		0.000	1.000	false	0/1	false				
132	Analyzed	hsa-miR-25-4373071	b04-24322-A	Target	27.364	6.673		0.000	1.000	false	0/1	false				
133	Analyzed	hsa-miR-26a-4395166	b04-24322-A	Target	24.153	3.463		0.000	1.000	false	0/1	false				
134	Analyzed	hsa-miR-26b-4395167	b04-24322-A	Target	25.910	5.220		0.000	1.000	false	0/1	false				
135	Analyzed	hsa-miR-27a-4373287	b04-24322-A	Target	25.963	5.273		0.000	1.000	false	0/1	false				
136	Analyzed	hsa-miR-27b-4373068	b04-24322-A	Target	27.387	6.697		0.000	1.000	false	0/1	false				
137	Analyzed	hsa-miR-28-3p-4395557	b04-24322-A	Target	27.086	6.396		0.000	1.000	false	0/1	false				
138	Analyzed	hsa-miR-28-5p-4373067	b04-24322-A	Target	28.333	7.642		0.000	1.000	false	0/1	false				
139	Analyzed	hsa-miR-296-3p-4395212	b04-24322-A	Target	37.411	16.721		0.000	1.000	false	0/1	false				
140	Analyzed	hsa-miR-296-5p-4373066	b04-24322-A	Target	31.507	10.817		0.000	1.000	false	0/1	false				
141	Analyzed	hsa-miR-298-4395301	b04-24322-A	Target	40.000	19.310				false	0/1	false				
142	Analyzed	hsa-miR-299-3p-4373189	b04-24322-A	Target	40.000	19.310				false	0/1	false				
143	Analyzed	hsa-miR-299-5p-4373188	b04-24322-A	Target	39.453	18.763		0.000	1.000	false	0/1	false				
144	Analyzed	hsa-miR-29a-4395223	b04-24322-A	Target	25.282	4.592		0.000	1.000	false	0/1	false				
145	Analyzed	hsa-miR-29b-4373288	b04-24322-A	Target	32.462	11.772		0.000	1.000	false	0/1	false				
146	Analyzed	hsa-miR-29c-4395171	b04-24322-A	Target	28.178	7.488		0.000	1.000	false	0/1	false				
147	Analyzed	hsa-miR-301a-4373064	b04-24322-A	Target	30.654	9.964		0.000	1.000	false	0/1	false				
148	Analyzed	hsa-miR-301b-4395503	b04-24322-A	Target	32.202	11.511		0.000	1.000	false	0/1	false				
149	Analyzed	hsa-miR-302a-4378070	b04-24322-A	Target	40.000	19.310				false	0/1	false				
150	Analyzed	hsa-miR-302b-4378071	b04-24322-A	Target	40.000	19.310				false	0/1	false				
151	Analyzed	hsa-miR-302c-4378072	b04-24322-A	Target	40.000	19.310				false	0/1	false				
152	Analyzed	hsa-miR-30b-4373290	b04-24322-A	Target	25.277	4.587		0.000	1.000	false	0/1	false				
153	Analyzed	hsa-miR-30c-4373060	b04-24322-A	Target	24.946	4.256		0.000	1.000	false	0/1	false				
154	Analyzed	hsa-miR-31-4395390	b04-24322-A	Target	30.834	10.144		0.000	1.000	false	0/1	false				
155	Analyzed	hsa-miR-32-4395220	b04-24322-A	Target	32.007	11.317		0.000	1.000	false	0/1	false				
156	Analyzed	hsa-miR-320-4395388	b04-24322-A	Target	24.972	4.282		0.000	1.000	false	0/1	false				
157	Analyzed	hsa-miR-323-3p-4395338	b04-24322-A	Target	32.120	11.430		0.000	1.000	false	0/1	false				
158	Analyzed	hsa-miR-324-3p-4395272	b04-24322-A	Target	29.285	8.595		0.000	1.000	false	0/1	false				
159	Analyzed	hsa-miR-324-5p-4373052	b04-24322-A	Target	28.549	7.859		0.000	1.000	false	0/1	false				
160	Analyzed	hsa-miR-325-4373051	b04-24322-A	Target	40.000	19.310				false	0/1	false				
161	Analyzed	hsa-miR-326-4373050	b04-24322-A	Target	40.000	19.310				false	0/1	false				
162	Analyzed	hsa-miR-328-4373049	b04-24322-A	Target	31.501	10.810		0.000	1.000	false	0/1	false				
163	Analyzed	hsa-miR-329-4373191	b04-24322-A	Target	40.000	19.310				false	0/1	false				
164	Analyzed	hsa-miR-330-3p-4373047	b04-24322-A	Target	36.121	15.431		0.000	1.000	false	0/1	false				
165	Analyzed	hsa-miR-330-5p-4395341	b04-24322-A	Target	40.000	19.310				false	0/1	false				
166	Analyzed	hsa-miR-331-3p-4373046	b04-24322-A	Target	27.067	6.377		0.000	1.000	false	0/1	false				
167	Analyzed	hsa-miR-331-5p-4395344	b04-24322-A	Target	36.512	15.822		0.000	1.000	false	0/1	false				
168	Analyzed	hsa-miR-335-4373045	b04-24322-A	Target	30.598	9.908		0.000	1.000	false	0/1	false				
169	Analyzed	hsa-miR-337-5p-4395267	b04-24322-A	Target	35.732	15.042		0.000	1.000	false	0/1	false				
170	Analyzed	hsa-miR-338-3p-4395363	b04-24322-A	Target	40.000	19.310				false	0/1	false				
171	Analyzed	hsa-miR-339-3p-4395295	b04-24322-A	Target	29.984	9.294		0.000	1.000	false	0/1	false				
172	Analyzed	hsa-miR-339-5p-4395368	b04-24322-A	Target	31.769	11.078		0.000	1.000	false	0/1	false				
173	Analyzed	hsa-miR-33b-4395196	b04-24322-A	Target	40.000	19.310				false	0/1	false				
174	Analyzed	hsa-miR-340-4395369	b04-24322-A	Target	29.265	8.575		0.000	1.000	false	0/1	false				
175	Analyzed	hsa-miR-342-3p-4395371	b04-24322-A	Target	25.968	5.278		0.000	1.000	false	0/1	false				
176	Analyzed	hsa-miR-342-5p-4395258	b04-24322-A	Target	40.000	19.310				false	0/1	false				
177	Analyzed	hsa-miR-345-4395297	b04-24322-A	Target	27.932	7.242		0.000	1.000	false	0/1	false				
178	Analyzed	hsa-miR-346-4373038	b04-24322-A	Target	40.000	19.310				false	0/1	false				
179	Analyzed	hsa-miR-34a-4395168	b04-24322-A	Target	26.612	5.922		0.000	1.000	false	0/1	false				
180	Analyzed	hsa-miR-34c-5p-4373036	b04-24322-A	Target	33.544	12.854		0.000	1.000	false	0/1	false				
181	Analyzed	hsa-miR-361-5p-4373035	b04-24322-A	Target	31.585	10.895		0.000	1.000	false	0/1	false				
182	Analyzed	hsa-miR-362-3p-4395228	b04-24322-A	Target	32.799	12.109		0.000	1.000	false	0/1	false				
183	Analyzed	hsa-miR-362-5p-4378092	b04-24322-A	Target	29.946	9.256		0.000	1.000	false	0/1	false				
184	Analyzed	hsa-miR-363-4378090	b04-24322-A	Target	35.383	14.693		0.000	1.000	false	0/1	false				
185	Analyzed	hsa-miR-365-4373194	b04-24322-A	Target	28.300	7.610		0.000	1.000	false	0/1	false				
186	Analyzed	hsa-miR-367-4373034	b04-24322-A	Target	40.000	19.310				false	0/1	false				
187	Analyzed	hsa-miR-369-3p-4373032	b04-24322-A	Target	40.000	19.310				false	0/1	false				
188	Analyzed	hsa-miR-369-5p-4373195	b04-24322-A	Target	40.000	19.310				false	0/1	false				
189	Analyzed	hsa-miR-370-4395386	b04-24322-A	Target	40.000	19.310				false	0/1	false				
190	Analyzed	hsa-miR-371-3p-4395235	b04-24322-A	Target	40.000	19.310				false	0/1	false				
191	Analyzed	hsa-miR-372-4373029	b04-24322-A	Target	40.000	19.310				false	0/1	false				
192	Analyzed	hsa-miR-373-4378073	b04-24322-A	Target	40.000	19.310				false	0/1	false				
193	Analyzed	hsa-miR-374a-4373028	b04-24322-A	Target	28.031	7.341		0.000	1.000	false	0/1	false				
194	Analyzed	hsa-miR-374b-4381045	b04-24322-A	Target	25.874	5.184		0.000	1.000	false	0/1	false				
195	Analyzed	hsa-miR-375-4373027	b04-24322-A	Target	30.954	10.264		0.000	1.000	false	0/1	false				
196	Analyzed	hsa-miR-376a-4373026	b04-24322-A	Target	31.579	10.889		0.000	1.000	false	0/1	false				
197	Analyzed	hsa-miR-376b-4373196	b04-24322-A	Target	40.000	19.310				false	0/1	false				
198	Analyzed	hsa-miR-376c-4395233	b04-24322-A	Target	30.837	10.147		0.000	1.000	false	0/1	false				
199	Analyzed	hsa-miR-377-4373025	b04-24322-A	Target	40.000	19.310				false	0/1	false				
200	Analyzed	hsa-miR-379-4373349	b04-24322-A	Target	34.657	13.967		0.000	1.000	false	0/1	false				
201	Analyzed	hsa-miR-380-4373022	b04-24322-A	Target	40.000	19.310				false	0/1	false				
202	Analyzed	hsa-miR-381-4373020	b04-24322-A	Target	35.843	15.153		0.000	1.000	false	0/1	false				
203	Analyzed	hsa-miR-382-4373019	b04-24322-A	Target	36.994	16.304		0.000	1.000	false	0/1	false				
204	Analyzed	hsa-miR-383-4373018	b04-24322-A	Target	40.000	19.310				false	0/1	false				
205	Analyzed	hsa-miR-384-4373017	b04-24322-A	Target	40.000	19.310				false	0/1	false				
206	Analyzed	hsa-miR-409-5p-4395442	b04-24322-A	Target	40.000	19.310				false	0/1	false				
207	Analyzed	hsa-miR-410-4378093	b04-24322-A	Target	35.457	14.767		0.000	1.000	false	0/1	false				
208	Analyzed	hsa-miR-411-4381013	b04-24322-A	Target	32.513	11.823		0.000	1.000	false	0/1	false				
209	Analyzed	hsa-miR-412-4373199	b04-24322-A	Target	40.000	19.310				false	0/1	false				
210	Analyzed	hsa-miR-422a-4395408	b04-24322-A	Target	29.111	8.421		0.000	1.000	false	0/1	false				
211	Analyzed	hsa-miR-423-5p-4395451	b04-24322-A	Target	33.171	12.481		0.000	1.000	false	0/1	false				
212	Analyzed	hsa-miR-424-4373201	b04-24322-A	Target	34.862	14.171		0.000	1.000	false	0/1	false				
