SDS 2.3 RQ Results	1.2
Filename	98A.sdm
Assay Type	RQ Study
EmbeddedFile	B05-14597-A
Run DateTime	Sun Apr 19 14:17:09 GMT 2009
Operator	
ThermalCycleParams	

#  	Status	Detector	Sample	Task	Avg Ct	Avg Delta Ct	Delta Ct SD	Delta Delta Ct SD	RQ	Omit	Wells Omitted	Hide	RQ Min	RQ Max	PlateID	
217	Analyzed	hsa-miR-448-4373206	B05-14597-A	Target	40.000	19.174				false	0/1	false				
218	Analyzed	hsa-miR-449a-4373207	B05-14597-A	Target	28.785	7.959		0.000	1.000	false	0/1	false				
219	Analyzed	hsa-miR-449b-4381011	B05-14597-A	Target	29.820	8.994		0.000	1.000	false	0/1	false				
220	Analyzed	hsa-miR-450a-4395414	B05-14597-A	Target	37.278	16.452		0.000	1.000	false	0/1	false				
221	Analyzed	hsa-miR-450b-3p-4395319	B05-14597-A	Target	40.000	19.174				false	0/1	false				
222	Analyzed	hsa-miR-450b-5p-4395318	B05-14597-A	Target	40.000	19.174				false	0/1	false				
223	Analyzed	hsa-miR-451-4373360	B05-14597-A	Target	27.998	7.172		0.000	1.000	false	0/1	false				
224	Analyzed	hsa-miR-452-4395440	B05-14597-A	Target	33.505	12.679		0.000	1.000	false	0/1	false				
225	Analyzed	hsa-miR-453-4395429	B05-14597-A	Target	40.000	19.174				false	0/1	false				
226	Analyzed	hsa-miR-454-4395434	B05-14597-A	Target	26.895	6.069		0.000	1.000	false	0/1	false				
227	Analyzed	hsa-miR-455-3p-4395355	B05-14597-A	Target	32.470	11.644		0.000	1.000	false	0/1	false				
228	Analyzed	hsa-miR-455-5p-4378098	B05-14597-A	Target	31.183	10.357		0.000	1.000	false	0/1	false				
229	Analyzed	hsa-miR-483-5p-4395449	B05-14597-A	Target	32.287	11.460		0.000	1.000	false	0/1	false				
230	Analyzed	hsa-miR-484-4381032	B05-14597-A	Target	24.483	3.657		0.000	1.000	false	0/1	false				
231	Analyzed	hsa-miR-485-3p-4378095	B05-14597-A	Target	33.873	13.047		0.000	1.000	false	0/1	false				
232	Analyzed	hsa-miR-485-5p-4373212	B05-14597-A	Target	40.000	19.174				false	0/1	false				
233	Analyzed	hsa-miR-486-3p-4395204	B05-14597-A	Target	33.421	12.594		0.000	1.000	false	0/1	false				
234	Analyzed	hsa-miR-486-5p-4378096	B05-14597-A	Target	29.133	8.307		0.000	1.000	false	0/1	false				
235	Analyzed	hsa-miR-487a-4378097	B05-14597-A	Target	40.000	19.174				false	0/1	false				
